Host Listings Count;Host Total Listings Count;Accommodates;Bathrooms;Bedrooms;Beds;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 365;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Location;Calculated host listings count;Host Since in Days;Entire home/apt;Private room
1.0;1.0;2;1.0;0.0;1.0;45.0;;;;;1;0;39;93.0;9.0;10.0;10.0;1;33;1;0
8.0;8.0;5;1.0;2.0;3.0;55.0;;;;25.0;2;8;217;87.0;8.0;9.0;9.0;8;1727;1;0
1.0;1.0;2;1.0;2.0;1.0;43.0;260.0;1053.0;100.0;7.0;1;0;218;91.0;10.0;9.0;9.0;1;518;1;0
114.0;114.0;2;2.0;1.0;1.0;25.0;;;;15.0;1;5;273;;;;;97;1066;0;1
1.0;1.0;2;1.0;1.0;1.0;25.0;;;;;1;20;0;80.0;10.0;10.0;8.0;1;539;0;1
1.0;1.0;2;1.0;0.0;1.0;40.0;;;;30.0;1;0;0;100.0;10.0;10.0;10.0;1;295;1;0
2.0;2.0;2;1.0;1.0;1.0;50.0;;;;20.0;1;0;335;83.0;8.0;9.0;10.0;1;1376;1;0
1.0;1.0;2;1.0;1.0;1.0;36.0;;;;;1;0;328;99.0;10.0;10.0;10.0;1;1025;0;1
39.0;39.0;3;1.0;1.0;2.0;89.0;;;;;1;0;241;;;;;29;239;1;0
1.0;1.0;2;1.0;1.0;1.0;74.0;450.0;999.0;93.0;15.0;1;0;352;95.0;10.0;10.0;10.0;1;699;0;1
1.0;1.0;4;1.0;1.0;3.0;80.0;;;200.0;40.0;2;0;347;93.0;9.0;10.0;10.0;1;244;1;0
57.0;57.0;4;1.0;0.0;1.0;49.0;;;100.0;30.0;1;10;139;91.0;9.0;9.0;10.0;48;788;1;0
8.0;8.0;2;1.0;1.0;1.0;75.0;460.0;1700.0;200.0;45.0;1;0;320;86.0;9.0;9.0;9.0;1;1118;1;0
164.0;164.0;6;1.0;2.0;4.0;130.0;;;200.0;70.0;2;10;336;100.0;10.0;10.0;10.0;145;932;1;0
114.0;114.0;2;4.0;1.0;1.0;25.0;;;;15.0;1;5;92;;;;;97;1066;0;1
15.0;15.0;4;0.5;1.0;2.0;55.0;;;;;2;25;157;100.0;10.0;10.0;10.0;15;599;0;1
1.0;1.0;4;1.5;1.0;2.0;77.0;;;;25.0;1;0;155;89.0;9.0;10.0;10.0;1;42;1;0
1.0;1.0;2;1.0;1.0;1.0;17.0;;;;;1;5;6;97.0;10.0;10.0;9.0;1;162;0;1
3.0;3.0;3;1.0;1.0;1.0;60.0;;;200.0;5.0;2;10;0;93.0;9.0;10.0;9.0;2;861;1;0
2.0;2.0;1;1.0;1.0;1.0;18.0;;;;;1;0;22;96.0;10.0;10.0;10.0;2;1834;0;1
1.0;1.0;4;1.0;1.0;2.0;25.0;;;;;1;10;179;100.0;10.0;10.0;9.0;1;912;0;1
1.0;1.0;2;1.0;1.0;1.0;42.0;150.0;500.0;;;1;0;0;92.0;10.0;9.0;9.0;1;1048;0;1
1.0;1.0;2;1.0;1.0;1.0;60.0;;;;;2;40;3;93.0;10.0;9.0;10.0;1;617;0;1
1.0;1.0;4;1.0;1.0;2.0;55.0;;;250.0;25.0;2;20;230;100.0;10.0;10.0;10.0;1;86;1;0
1.0;1.0;2;1.5;1.0;2.0;40.0;150.0;550.0;;10.0;1;0;321;99.0;10.0;10.0;9.0;1;2205;0;1
8.0;8.0;6;2.0;2.0;3.0;120.0;;;;;2;25;304;;;;;6;31;1;0
12.0;12.0;6;2.0;2.0;2.0;72.0;;2490.0;200.0;25.0;2;20;6;90.0;9.0;10.0;10.0;12;1613;1;0
1.0;1.0;2;1.0;1.0;1.0;41.0;;;100.0;;1;0;133;90.0;10.0;9.0;9.0;1;212;1;0
3.0;3.0;2;1.0;0.0;1.0;45.0;;950.0;125.0;;2;30;130;94.0;10.0;10.0;9.0;3;1096;1;0
14.0;14.0;2;1.0;0.0;1.0;42.0;250.0;950.0;;12.0;1;0;93;94.0;10.0;10.0;9.0;12;501;1;0
8.0;8.0;2;1.0;1.0;1.0;30.0;190.0;620.0;;;1;0;302;89.0;9.0;9.0;10.0;8;1284;0;1
1.0;1.0;5;1.0;2.0;4.0;95.0;590.0;;200.0;60.0;4;0;237;97.0;10.0;10.0;10.0;1;1778;1;0
57.0;57.0;4;1.0;0.0;1.0;59.0;;;100.0;30.0;1;15;60;87.0;10.0;9.0;10.0;48;788;1;0
1.0;1.0;2;1.0;1.0;1.0;100.0;600.0;2100.0;;30.0;2;30;0;;;;;1;824;1;0
2.0;2.0;2;1.0;1.0;2.0;29.0;182.0;650.0;100.0;40.0;1;15;338;93.0;9.0;10.0;10.0;2;2167;0;1
2.0;2.0;4;1.0;1.0;2.0;59.0;399.0;1395.0;;25.0;2;18;278;97.0;10.0;10.0;10.0;2;1634;1;0
3.0;3.0;4;1.0;1.0;4.0;130.0;890.0;3300.0;;;1;0;355;85.0;9.0;9.0;10.0;3;638;1;0
51.0;51.0;2;1.0;1.0;1.0;76.0;417.0;1512.0;200.0;32.0;2;11;319;68.0;7.0;7.0;9.0;51;1971;1;0
5.0;5.0;4;1.0;2.0;2.0;87.0;;;300.0;39.0;2;12;94;94.0;10.0;9.0;10.0;5;857;1;0
1.0;1.0;3;2.0;2.0;2.0;60.0;;;;30.0;1;0;194;97.0;10.0;10.0;10.0;1;424;1;0
2.0;2.0;3;1.0;1.0;1.0;79.0;;;;15.0;1;0;166;80.0;9.0;7.0;8.0;2;347;1;0
