Host Listings Count;Host Total Listings Count;Accommodates;Bathrooms;Bedrooms;Beds;Price;Weekly Price;Monthly Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 365;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Location;Calculated host listings count;Host Since in Days;Entire home/apt;Private room
10.0;10.0;1;6.0;1.0;1.0;45.0;300.0;1150.0;85.0;;1;45;31;90.0;10.0;10.0;10.0;10;1184;0;1
2.0;2.0;2;1.0;1.0;1.0;28.0;;;;;1;10;144;100.0;10.0;10.0;10.0;2;1146;0;1
3.0;3.0;2;2.0;1.0;1.0;60.0;;;;;1;0;307;85.0;9.0;8.0;10.0;2;345;0;1
2.0;2.0;2;1.0;1.0;1.0;25.0;;;;;1;0;277;89.0;9.0;9.0;8.0;2;728;0;1
1.0;1.0;4;1.0;1.0;2.0;70.0;;;;35.0;3;20;335;96.0;10.0;9.0;10.0;1;1458;1;0
1.0;1.0;4;2.0;2.0;3.0;150.0;;;300.0;50.0;1;0;342;100.0;10.0;10.0;10.0;1;519;1;0
2.0;2.0;1;1.0;1.0;1.0;21.0;175.0;500.0;;;1;0;311;95.0;10.0;9.0;9.0;2;732;0;1
2.0;2.0;1;1.0;1.0;1.0;38.0;;;150.0;;1;27;179;;;;;2;684;0;1
1.0;1.0;2;1.0;1.0;1.0;38.0;;;;;1;12;46;90.0;10.0;10.0;9.0;1;1794;0;1
1.0;1.0;2;1.0;1.0;1.0;50.0;;;;;1;30;365;96.0;10.0;10.0;9.0;1;1696;0;1
6.0;6.0;4;1.0;2.0;3.0;50.0;;;200.0;30.0;4;15;266;93.0;10.0;10.0;9.0;5;491;1;0
23.0;23.0;4;1.0;1.0;2.0;60.0;480.0;1690.0;100.0;27.0;2;10;297;94.0;10.0;10.0;10.0;23;1601;1;0
6.0;6.0;3;1.0;2.0;2.0;52.0;;;100.0;20.0;2;5;297;100.0;10.0;10.0;10.0;5;1061;1;0
5.0;5.0;5;1.0;1.0;3.0;54.0;350.0;975.0;150.0;20.0;2;15;304;94.0;10.0;10.0;10.0;3;1058;1;0
10.0;10.0;4;1.0;1.0;2.0;59.0;;;150.0;40.0;2;10;341;100.0;10.0;10.0;10.0;9;605;1;0
1.0;1.0;4;1.0;2.0;2.0;65.0;400.0;1300.0;;17.0;2;10;303;91.0;10.0;9.0;9.0;1;863;1;0
2.0;2.0;3;1.0;1.0;1.0;70.0;;;;20.0;2;10;60;92.0;9.0;9.0;10.0;2;815;1;0
1.0;1.0;6;1.0;2.0;3.0;90.0;;;;35.0;4;25;313;100.0;10.0;10.0;10.0;1;82;1;0
2.0;2.0;2;1.5;1.0;1.0;52.0;;;150.0;8.0;1;0;297;90.0;10.0;10.0;10.0;2;1839;0;1
51.0;51.0;2;1.0;1.0;1.0;75.0;453.0;1512.0;200.0;32.0;2;11;304;76.0;8.0;9.0;10.0;51;1971;1;0
39.0;39.0;4;1.0;0.0;4.0;89.0;;;;;1;0;232;;;;;29;239;1;0
2.0;2.0;2;1.0;1.0;2.0;49.0;280.0;980.0;90.0;15.0;1;0;281;85.0;9.0;9.0;10.0;2;1202;1;0
6.0;6.0;12;2.0;5.0;8.0;300.0;;;;100.0;7;20;135;93.0;9.0;9.0;10.0;6;1156;1;0
1.0;1.0;2;1.0;1.0;1.0;20.0;;;;;1;0;5;90.0;9.0;9.0;10.0;1;741;0;1
6.0;6.0;3;1.0;1.0;2.0;65.0;350.0;1100.0;300.0;30.0;2;15;331;89.0;9.0;9.0;9.0;4;2224;1;0
1.0;1.0;4;1.0;1.0;2.0;95.0;;;;;1;0;69;91.0;9.0;9.0;10.0;1;1291;1;0
3.0;3.0;2;1.0;1.0;1.0;20.0;120.0;275.0;;;1;5;234;95.0;9.0;8.0;8.0;3;1483;0;1
1.0;1.0;1;1.0;1.0;1.0;16.0;;;;;1;0;0;100.0;10.0;10.0;10.0;1;1088;0;1
164.0;164.0;5;1.0;2.0;3.0;90.0;;1800.0;200.0;50.0;1;10;255;;;;;145;932;1;0
2.0;2.0;6;2.0;2.0;2.0;78.0;;;100.0;30.0;4;10;108;94.0;10.0;9.0;10.0;2;249;1;0
1.0;1.0;2;1.0;1.0;1.0;100.0;;1200.0;600.0;;1;0;365;;;;;1;703;1;0
164.0;164.0;5;2.0;3.0;3.0;160.0;;;200.0;70.0;4;20;301;100.0;10.0;10.0;10.0;145;932;1;0
1.0;1.0;2;1.0;1.0;1.0;40.0;;;200.0;20.0;1;5;5;93.0;9.0;10.0;8.0;1;1615;1;0
1.0;1.0;4;2.0;2.0;3.0;63.0;;1400.0;200.0;35.0;2;15;281;100.0;10.0;10.0;10.0;1;1043;1;0
2.0;2.0;2;1.0;1.0;1.0;20.0;;;;;1;0;276;71.0;8.0;6.0;8.0;2;505;0;1
2.0;2.0;2;1.0;1.0;1.0;24.0;140.0;;;10.0;1;5;364;;;;;2;824;0;1
2.0;2.0;1;2.0;1.0;1.0;38.0;;;;;1;0;0;;;;;2;472;0;1
1.0;1.0;1;1.0;1.0;1.0;29.0;;;;;1;0;139;97.0;10.0;10.0;10.0;1;585;0;1
2.0;2.0;6;2.0;1.0;3.0;60.0;;;;;2;25;0;;;;;1;1491;0;1
1.0;1.0;4;1.0;1.0;1.0;55.0;470.0;1700.0;;20.0;1;15;72;94.0;10.0;10.0;10.0;1;981;1;0
2.0;2.0;2;1.0;0.0;1.0;65.0;385.0;1200.0;100.0;;1;0;283;96.0;10.0;9.0;10.0;2;678;1;0
1.0;1.0;2;1.0;1.0;1.0;87.0;;;150.0;20.0;2;0;321;97.0;10.0;10.0;10.0;1;1101;1;0
12.0;12.0;6;1.0;2.0;3.0;80.0;;;200.0;;4;20;302;93.0;10.0;10.0;9.0;12;477;1;0
1.0;1.0;2;1.0;1.0;1.0;90.0;;;150.0;50.0;1;0;66;100.0;10.0;10.0;10.0;1;1832;1;0
9.0;9.0;2;1.0;1.0;1.0;50.0;300.0;1000.0;;30.0;1;0;150;100.0;9.0;9.0;10.0;9;1390;0;1
6.0;6.0;2;1.0;1.0;1.0;29.0;;;150.0;30.0;1;0;106;84.0;9.0;9.0;9.0;5;1011;1;0
3.0;3.0;4;1.0;1.0;1.0;75.0;;;;30.0;2;20;338;86.0;9.0;9.0;10.0;2;1602;1;0
32.0;32.0;4;1.0;1.0;1.0;58.0;;;150.0;;1;0;116;93.0;9.0;9.0;9.0;29;410;1;0
1.0;1.0;1;1.0;1.0;1.0;18.0;;;;;1;0;219;98.0;10.0;10.0;10.0;1;672;0;1
2.0;2.0;6;1.0;2.0;2.0;80.0;;;100.0;20.0;4;25;67;95.0;10.0;10.0;10.0;2;176;1;0
1.0;1.0;4;1.0;2.0;3.0;73.0;;;150.0;30.0;4;20;303;89.0;9.0;9.0;10.0;1;340;0;1
2.0;2.0;1;1.0;1.0;1.0;31.0;;;;;1;0;136;100.0;10.0;10.0;10.0;2;87;0;1
1.0;1.0;2;1.0;1.0;1.0;42.0;;;;;1;0;18;97.0;10.0;10.0;9.0;1;433;1;0
3.0;3.0;1;1.0;1.0;1.0;40.0;150.0;;;;1;0;179;;;;;3;283;0;1
2.0;2.0;6;1.0;2.0;3.0;100.0;;;;;4;20;297;96.0;10.0;10.0;10.0;2;989;1;0
2.0;2.0;4;1.0;1.0;2.0;47.0;;;;;2;10;264;95.0;10.0;10.0;10.0;2;416;1;0
3.0;3.0;2;1.0;1.0;1.0;40.0;;;;;1;0;8;70.0;6.0;10.0;10.0;3;202;0;1
4.0;4.0;4;1.0;1.0;2.0;43.0;;;;;2;11;320;89.0;9.0;9.0;9.0;4;1535;1;0
1.0;1.0;1;1.0;1.0;1.0;17.0;;;;;2;7;81;94.0;10.0;10.0;8.0;1;231;0;1
0.0;0.0;5;1.0;3.0;4.0;50.0;;;;;1;0;221;;;;;1;394;1;0
11.0;11.0;2;1.0;1.0;1.0;120.0;;;250.0;68.0;1;0;310;94.0;10.0;9.0;10.0;11;299;1;0
1.0;1.0;1;1.0;1.0;1.0;18.0;130.0;550.0;;10.0;1;18;0;80.0;10.0;8.0;10.0;1;809;0;1
3.0;3.0;6;3.5;4.0;4.0;280.0;;;280.0;;1;0;145;;;;;3;613;1;0
1.0;1.0;1;1.0;1.0;1.0;29.0;;;90.0;;1;0;337;97.0;10.0;10.0;10.0;1;1708;0;1
3.0;3.0;2;;1.0;1.0;285.0;;;;;1;0;365;;;;;2;1835;0;1
1.0;1.0;1;1.0;1.0;1.0;22.0;;;;;1;0;364;100.0;10.0;10.0;10.0;1;1169;0;1
1.0;1.0;2;2.0;0.0;1.0;15.0;;;;;1;15;348;90.0;9.0;9.0;9.0;1;257;0;1
3.0;3.0;4;1.0;1.0;2.0;99.0;497.0;1495.0;;;2;0;319;94.0;10.0;10.0;10.0;2;1621;1;0
1.0;1.0;3;1.0;1.0;1.0;73.0;;;100.0;25.0;4;25;32;97.0;10.0;10.0;10.0;1;370;1;0
3.0;3.0;2;1.0;1.0;1.0;25.0;;;100.0;;1;20;363;;;;;1;400;0;1
1.0;1.0;2;1.0;1.0;1.0;25.0;;;;;1;10;126;96.0;10.0;10.0;9.0;1;1560;0;1
2.0;2.0;1;1.0;1.0;1.0;40.0;;;;;1;0;341;90.0;9.0;10.0;10.0;2;1907;0;1
5.0;5.0;4;1.0;1.0;1.0;99.0;;;300.0;30.0;2;15;303;93.0;10.0;9.0;10.0;2;719;1;0
38.0;38.0;1;5.0;1.0;1.0;20.0;273.0;1092.0;200.0;;1;0;10;;;;;38;732;0;1
1.0;1.0;2;1.0;1.0;1.0;40.0;380.0;950.0;100.0;17.0;1;0;322;90.0;9.0;10.0;8.0;1;1437;1;0
1.0;1.0;2;1.0;1.0;1.0;15.0;;300.0;;;1;0;0;;;;;1;634;0;1
1.0;1.0;4;2.0;2.0;4.0;90.0;625.0;2500.0;;50.0;1;0;0;100.0;10.0;10.0;10.0;1;669;1;0
5.0;5.0;1;1.0;1.0;1.0;16.0;;;;;1;0;28;;;;;2;1027;0;1
51.0;51.0;6;2.0;2.0;1.0;108.0;594.0;2160.0;200.0;48.0;2;11;326;86.0;8.0;8.0;10.0;51;1971;1;0
1.0;1.0;1;1.0;1.0;1.0;23.0;;;;;1;0;340;98.0;10.0;10.0;9.0;1;304;0;1
2.0;2.0;4;1.0;1.0;4.0;45.0;;;;;1;0;336;100.0;10.0;10.0;10.0;2;247;0;1
6.0;6.0;2;1.0;1.0;1.0;30.0;170.0;560.0;;;1;5;346;92.0;9.0;10.0;10.0;6;732;0;1
1.0;1.0;2;1.0;1.0;1.0;80.0;;;;10.0;1;0;179;;;;;1;57;0;1
1.0;1.0;4;1.0;2.0;2.0;68.0;;;;19.0;1;0;127;96.0;10.0;10.0;10.0;1;328;1;0
1.0;1.0;3;1.0;2.0;2.0;65.0;;;;25.0;1;10;62;97.0;10.0;10.0;10.0;1;395;1;0
5.0;5.0;4;1.0;1.0;2.0;65.0;500.0;1300.0;100.0;20.0;1;0;279;90.0;10.0;9.0;10.0;5;1104;1;0
14.0;14.0;4;1.0;1.0;2.0;185.0;;4368.0;200.0;30.0;4;35;280;;;;;14;2175;1;0
15.0;15.0;1;2.0;1.0;1.0;19.0;;;;;1;0;342;86.0;8.0;8.0;9.0;14;668;0;1
51.0;51.0;2;1.0;1.0;1.0;90.0;;;200.0;33.0;2;11;9;80.0;8.0;7.0;10.0;51;1971;1;0
1.0;1.0;4;1.0;1.0;2.0;76.0;415.0;1450.0;;25.0;2;20;298;99.0;10.0;10.0;10.0;1;779;1;0
1.0;1.0;2;1.0;1.0;1.0;50.0;270.0;770.0;;;1;0;356;87.0;10.0;10.0;8.0;1;599;1;0
164.0;164.0;7;2.0;3.0;4.0;110.0;;;200.0;60.0;2;10;323;93.0;10.0;10.0;10.0;145;932;1;0
1.0;1.0;6;1.0;2.0;5.0;80.0;;;200.0;15.0;4;20;178;100.0;10.0;10.0;10.0;1;71;1;0
1.0;1.0;2;1.0;1.0;1.0;20.0;;;;;1;0;0;80.0;10.0;10.0;10.0;1;486;0;1
8.0;8.0;10;1.0;3.0;5.0;245.0;;;150.0;;1;0;326;;;;;7;2213;1;0
13.0;13.0;6;1.0;2.0;4.0;100.0;;;100.0;;1;0;221;98.0;10.0;10.0;10.0;13;1700;1;0
1.0;1.0;1;2.0;1.0;1.0;40.0;;;;;1;0;0;;;;;1;328;0;1
6.0;6.0;2;1.0;0.0;1.0;89.0;;;;;1;0;287;93.0;10.0;10.0;9.0;6;1543;1;0
3.0;3.0;3;1.0;1.0;3.0;20.0;;;100.0;;1;20;312;100.0;10.0;10.0;10.0;3;1999;0;0
5.0;5.0;2;1.0;1.0;1.0;19.0;;;;;1;8;19;88.0;9.0;8.0;10.0;3;493;0;1
11.0;11.0;1;1.0;1.0;1.0;12.0;100.0;350.0;100.0;;1;5;365;91.0;9.0;9.0;9.0;11;1171;0;1
7.0;7.0;2;1.0;1.0;2.0;33.0;175.0;720.0;;;1;0;316;95.0;9.0;9.0;10.0;7;1664;0;1
1.0;1.0;2;1.0;1.0;1.0;38.0;;;;8.0;1;0;337;97.0;10.0;10.0;9.0;1;69;0;1
1.0;1.0;4;1.0;1.0;2.0;85.0;;;120.0;40.0;2;15;44;96.0;10.0;10.0;10.0;1;321;1;0
1.0;1.0;2;1.0;1.0;1.0;30.0;150.0;380.0;;;1;0;0;;;;;1;639;0;1
2.0;2.0;2;1.0;0.0;1.0;100.0;;;;;1;0;31;98.0;10.0;10.0;10.0;2;1107;1;0
1.0;1.0;1;1.0;0.0;1.0;50.0;200.0;600.0;;;1;0;189;;;;;1;430;1;0
1.0;1.0;3;1.0;1.0;3.0;55.0;;;150.0;;2;10;345;90.0;9.0;8.0;10.0;1;1375;1;0
6.0;6.0;4;1.0;1.0;2.0;74.0;;;225.0;20.0;2;5;67;100.0;10.0;10.0;10.0;6;114;1;0
20.0;20.0;1;2.0;1.0;1.0;43.0;;;200.0;30.0;1;0;56;;;;;20;374;0;1
39.0;39.0;7;2.0;2.0;3.0;200.0;;;100.0;60.0;4;30;64;97.0;10.0;10.0;10.0;18;1156;1;0
1.0;1.0;3;1.0;0.0;1.0;55.0;;;;30.0;2;15;32;94.0;9.0;9.0;9.0;1;768;1;0
6.0;6.0;2;1.0;1.0;1.0;26.0;;;;;1;8;0;88.0;9.0;8.0;10.0;6;972;0;1
3.0;3.0;2;1.0;1.0;1.0;90.0;;;;20.0;1;0;0;;;;;3;598;0;1
3.0;3.0;2;1.0;1.0;1.0;70.0;;;100.0;;1;0;339;93.0;10.0;10.0;9.0;3;727;0;1
1.0;1.0;2;1.0;1.0;1.0;30.0;;;250.0;19.0;1;22;252;94.0;9.0;9.0;10.0;1;678;0;1
15.0;15.0;2;1.0;1.0;1.0;40.0;;;;15.0;1;0;287;83.0;9.0;9.0;10.0;6;681;1;0
1.0;1.0;2;1.0;1.0;1.0;40.0;255.0;;150.0;20.0;1;0;350;91.0;9.0;10.0;9.0;1;987;0;1
3.0;3.0;4;1.0;2.0;4.0;74.0;440.0;1601.0;450.0;30.0;2;12;89;99.0;10.0;10.0;10.0;2;481;1;0
1.0;1.0;2;1.0;1.0;1.0;44.0;;;100.0;5.0;1;10;7;97.0;10.0;10.0;10.0;1;1097;0;1
4.0;4.0;2;1.0;1.0;1.0;30.0;;;;;1;0;313;90.0;10.0;10.0;10.0;2;1460;0;1
1.0;1.0;1;1.0;0.0;1.0;13.0;;;;;1;0;45;100.0;10.0;8.0;10.0;1;1207;0;1
1.0;1.0;2;1.0;1.0;1.0;59.0;400.0;1350.0;;20.0;1;0;56;87.0;9.0;9.0;8.0;1;1709;1;0
1.0;1.0;4;1.0;1.0;2.0;52.0;;;;15.0;2;10;239;88.0;9.0;9.0;10.0;1;120;1;0
3.0;3.0;4;1.0;1.0;2.0;72.0;;;200.0;30.0;2;7;295;93.0;9.0;9.0;10.0;3;1596;1;0
11.0;11.0;4;1.0;1.0;2.0;45.0;350.0;1200.0;100.0;20.0;2;15;339;83.0;8.0;9.0;9.0;9;2461;1;0
4.0;4.0;2;1.0;1.0;1.0;38.0;245.0;800.0;150.0;;1;0;293;94.0;9.0;9.0;10.0;4;1812;0;1
32.0;32.0;4;1.5;2.0;2.0;33.0;210.0;900.0;300.0;40.0;1;30;365;66.0;6.0;5.0;9.0;25;1886;0;1
1.0;1.0;6;1.0;2.0;4.0;55.0;;;100.0;25.0;2;15;123;91.0;9.0;9.0;9.0;1;764;1;0
2.0;2.0;6;3.0;3.0;4.0;100.0;;;500.0;45.0;1;0;119;100.0;10.0;10.0;9.0;2;1396;1;0
1.0;1.0;4;1.0;2.0;2.0;50.0;330.0;900.0;250.0;20.0;4;0;316;91.0;10.0;9.0;8.0;1;454;1;0
1.0;1.0;3;1.0;2.0;2.0;90.0;;;150.0;30.0;2;30;1;96.0;10.0;9.0;10.0;1;1702;1;0
3.0;3.0;2;1.0;1.0;1.0;23.0;;;;;1;8;268;80.0;10.0;10.0;6.0;3;283;0;1
1.0;1.0;6;1.0;2.0;4.0;115.0;750.0;2790.0;250.0;75.0;4;26;223;99.0;10.0;10.0;10.0;1;1799;1;0
1.0;1.0;1;1.0;1.0;1.0;16.0;;;;;1;0;364;;;;;1;70;0;1
10.0;10.0;2;1.0;0.0;1.0;45.0;299.0;980.0;;20.0;2;8;332;88.0;9.0;10.0;10.0;10;765;1;0
3.0;3.0;2;1.5;1.0;1.0;50.0;350.0;1196.0;200.0;50.0;1;0;34;100.0;10.0;10.0;10.0;3;1599;0;1
2.0;2.0;4;1.0;2.0;3.0;105.0;550.0;1304.0;300.0;;1;0;281;97.0;10.0;10.0;10.0;1;1599;1;0
2.0;2.0;2;1.0;0.0;1.0;55.0;;;150.0;30.0;1;0;118;93.0;10.0;9.0;10.0;2;392;1;0
1.0;1.0;4;1.0;1.0;2.0;120.0;;;150.0;50.0;1;0;83;;;;;1;284;1;0
1.0;1.0;6;1.0;2.0;4.0;110.0;;;100.0;25.0;1;0;33;96.0;10.0;10.0;9.0;1;297;1;0
1.0;1.0;4;1.0;2.0;2.0;62.0;;;;30.0;2;10;265;96.0;10.0;10.0;9.0;1;1419;1;0
2.0;2.0;2;0.5;1.0;2.0;19.0;;;100.0;20.0;1;6;299;68.0;7.0;7.0;8.0;2;2316;0;1
3.0;3.0;2;1.0;0.0;1.0;35.0;;;100.0;30.0;1;0;263;85.0;9.0;8.0;10.0;3;513;1;0
114.0;114.0;2;2.0;1.0;1.0;20.0;;;;15.0;1;0;250;;;;;97;1066;0;1
1.0;1.0;1;1.0;1.0;1.0;25.0;120.0;420.0;;;1;0;0;;;;;1;917;0;1
1.0;1.0;1;1.0;1.0;1.0;24.0;125.0;275.0;;;1;0;6;100.0;9.0;10.0;9.0;1;1689;0;1
5.0;5.0;1;1.0;1.0;1.0;42.0;;;;;1;0;19;100.0;10.0;10.0;10.0;5;265;0;1
15.0;15.0;10;2.0;4.0;8.0;190.0;;;;;2;5;258;90.0;10.0;9.0;10.0;15;441;1;0
1.0;1.0;3;1.0;2.0;2.0;100.0;;;200.0;30.0;1;0;332;86.0;10.0;10.0;9.0;1;1077;1;0
1.0;1.0;10;3.0;4.0;6.0;180.0;;2999.0;300.0;50.0;6;30;176;86.0;8.0;8.0;10.0;1;1699;1;0
12.0;12.0;5;1.0;2.0;3.0;65.0;;;200.0;;4;20;183;92.0;9.0;10.0;10.0;12;477;1;0
1.0;1.0;6;1.0;2.0;4.0;49.0;;;;20.0;2;15;267;97.0;10.0;10.0;10.0;1;111;1;0
1.0;1.0;1;1.0;1.0;1.0;25.0;115.0;350.0;100.0;;1;0;281;96.0;10.0;10.0;10.0;1;2030;0;1
7.0;7.0;2;1.5;1.0;1.0;40.0;;;;;1;0;314;89.0;9.0;9.0;10.0;7;572;0;1
1.0;1.0;2;1.0;1.0;1.0;35.0;210.0;630.0;;;1;0;248;95.0;10.0;10.0;10.0;1;859;0;1
4.0;4.0;2;1.0;0.0;1.0;50.0;350.0;1500.0;100.0;30.0;1;0;298;94.0;10.0;9.0;10.0;3;1286;1;0
1.0;1.0;1;1.5;1.0;1.0;22.0;;;;;1;0;0;90.0;10.0;9.0;10.0;1;612;0;1
15.0;15.0;6;2.0;3.0;3.0;45.0;;;;;2;15;201;;;;;3;491;1;0
1.0;1.0;2;1.0;1.0;1.0;36.0;;;;12.0;2;10;309;88.0;9.0;9.0;9.0;1;1159;0;1
8.0;8.0;2;1.0;1.0;1.0;28.0;185.0;550.0;;;1;0;342;88.0;9.0;9.0;9.0;8;1284;0;1
2.0;2.0;4;1.0;1.0;3.0;50.0;;;250.0;30.0;2;15;334;96.0;10.0;10.0;9.0;2;242;1;0
1.0;1.0;2;1.0;1.0;1.0;59.0;175.0;600.0;;;1;0;0;;;;;1;790;1;0
3.0;3.0;4;1.0;1.0;2.0;53.0;330.0;1190.0;150.0;25.0;2;6;281;96.0;10.0;10.0;9.0;3;578;1;0
1.0;1.0;1;1.0;1.0;1.0;35.0;;;;15.0;1;0;335;100.0;10.0;10.0;10.0;1;450;0;1
5.0;5.0;1;2.5;1.0;1.0;13.0;;;;;1;8;88;77.0;9.0;6.0;10.0;5;395;0;1
7.0;7.0;4;1.0;1.0;1.0;62.0;;;150.0;20.0;1;0;154;90.0;9.0;8.0;10.0;7;607;1;0
6.0;6.0;2;1.0;1.0;1.0;26.0;148.0;520.0;;;1;8;0;91.0;9.0;9.0;10.0;6;972;0;1
1.0;1.0;1;2.0;1.0;1.0;26.0;180.0;;;10.0;1;0;365;;;;;1;1797;0;1
4.0;4.0;2;1.0;1.0;1.0;25.0;;;;;1;10;284;;;;;4;273;0;1
1.0;1.0;1;1.0;1.0;1.0;25.0;;;;;1;0;279;100.0;10.0;10.0;9.0;1;462;0;1
2.0;2.0;2;1.0;1.0;1.0;40.0;;;;;1;0;347;;;;;2;150;1;0
11.0;11.0;5;1.0;1.0;3.0;75.0;;;200.0;35.0;2;15;303;95.0;10.0;9.0;9.0;11;2157;1;0
114.0;114.0;2;2.0;1.0;1.0;25.0;;;;15.0;1;5;281;70.0;9.0;9.0;9.0;97;1066;0;1
2.0;2.0;4;1.0;1.0;2.0;59.0;399.0;1295.0;;25.0;2;18;288;97.0;10.0;10.0;10.0;2;1634;1;0
1.0;1.0;4;1.0;1.0;2.0;60.0;430.0;1200.0;100.0;24.0;2;8;61;96.0;10.0;10.0;10.0;1;1068;1;0
8.0;8.0;4;1.0;1.0;2.0;75.0;;;100.0;;2;10;342;80.0;8.0;8.0;8.0;7;2213;1;0
1.0;1.0;2;1.0;0.0;2.0;35.0;;;100.0;20.0;2;0;28;96.0;10.0;10.0;10.0;1;1536;1;0
4.0;4.0;4;1.0;1.0;2.0;80.0;;;200.0;50.0;2;20;296;99.0;10.0;10.0;10.0;4;2195;1;0
3.0;3.0;4;2.0;2.0;2.0;95.0;;;;;1;0;243;89.0;9.0;9.0;9.0;3;715;1;0
15.0;15.0;6;2.0;2.0;4.0;130.0;720.0;2700.0;300.0;40.0;4;20;187;94.0;9.0;9.0;10.0;15;1431;1;0
2.0;2.0;4;1.0;1.0;2.0;72.0;500.0;1400.0;100.0;20.0;3;15;215;89.0;9.0;9.0;10.0;2;1884;1;0
1.0;1.0;2;1.0;1.0;1.0;120.0;;;350.0;;1;0;1;100.0;10.0;10.0;10.0;1;347;1;0
4.0;4.0;1;1.0;1.0;1.0;30.0;;;;;1;0;0;;;;;4;694;0;1
1.0;1.0;2;1.0;1.0;1.0;33.0;128.0;453.0;89.0;14.0;1;19;365;100.0;10.0;10.0;10.0;1;503;0;1
57.0;57.0;5;1.0;3.0;3.0;49.0;;;100.0;35.0;1;10;155;71.0;8.0;8.0;9.0;48;788;1;0
1.0;1.0;2;1.0;1.0;1.0;50.0;;;90.0;10.0;1;0;19;88.0;10.0;8.0;9.0;1;1727;1;0
1.0;1.0;2;2.0;1.0;2.0;32.0;;;;;1;0;23;100.0;10.0;9.0;9.0;1;68;0;1
7.0;7.0;2;1.0;1.0;2.0;19.0;105.0;;;;1;10;173;80.0;10.0;10.0;6.0;7;343;0;1
1.0;1.0;4;1.0;1.0;1.0;45.0;250.0;1050.0;150.0;;2;10;271;88.0;9.0;9.0;9.0;1;1491;1;0
1.0;1.0;2;2.0;1.0;1.0;21.0;;;;;1;0;58;91.0;9.0;9.0;10.0;1;269;0;1
1.0;1.0;3;2.0;2.0;2.0;100.0;;;;;1;0;18;;;;;1;1108;1;0
1.0;1.0;3;1.0;1.0;2.0;57.0;;1100.0;;;2;20;2;95.0;10.0;10.0;9.0;1;653;1;0
1.0;1.0;3;1.0;1.0;1.0;60.0;;;150.0;24.0;2;10;140;97.0;10.0;9.0;10.0;1;100;1;0
1.0;1.0;4;1.0;2.0;2.0;55.0;396.0;1600.0;300.0;50.0;3;10;133;85.0;9.0;9.0;9.0;1;1719;1;0
3.0;3.0;2;3.0;3.0;3.0;85.0;;;;;1;0;165;;;;;3;1;0;1
1.0;1.0;2;1.0;1.0;2.0;35.0;190.0;;;;1;0;33;92.0;9.0;9.0;10.0;1;1060;0;1
1.0;1.0;2;1.0;1.0;1.0;50.0;;;;;1;0;357;;;;;1;2;0;1
38.0;38.0;1;5.0;1.0;1.0;23.0;322.0;1288.0;200.0;;1;0;10;;;;;38;732;0;1
40.0;40.0;6;2.0;3.0;5.0;145.0;945.0;3150.0;200.0;60.0;2;20;338;83.0;9.0;9.0;10.0;40;1900;1;0
16.0;16.0;4;1.0;0.0;2.0;82.0;;;150.0;49.0;2;15;240;97.0;9.0;10.0;9.0;9;180;1;0
15.0;15.0;2;0.5;1.0;1.0;45.0;;;;;1;10;158;95.0;10.0;10.0;9.0;15;599;0;1
13.0;13.0;5;2.0;2.0;2.0;130.0;;;;35.0;3;14;305;95.0;9.0;10.0;10.0;6;1509;1;0
2.0;2.0;2;1.0;1.0;1.0;45.0;;;;;1;0;365;100.0;10.0;10.0;10.0;2;493;0;1
1.0;1.0;2;1.0;1.0;1.0;35.0;;;85.0;10.0;1;10;364;40.0;5.0;3.0;8.0;1;318;0;1
3.0;3.0;2;1.0;1.0;1.0;25.0;;;100.0;;2;6;0;;;;;3;658;0;1
4.0;4.0;6;1.0;1.0;4.0;60.0;;;;;2;10;316;80.0;9.0;8.0;10.0;4;451;1;0
2.0;2.0;1;2.0;1.0;1.0;17.0;;;;;1;0;255;90.0;9.0;9.0;10.0;2;988;0;1
32.0;32.0;2;1.0;1.0;1.0;20.0;;;;10.0;1;7;346;79.0;9.0;8.0;10.0;3;1997;0;1
2.0;2.0;2;1.0;2.0;4.0;29.0;;;;;1;0;272;80.0;7.0;10.0;10.0;2;1691;0;1
1.0;1.0;2;1.0;1.0;1.0;55.0;350.0;1100.0;;;1;0;312;90.0;9.0;9.0;10.0;1;1085;1;0
1.0;1.0;3;1.0;1.0;1.0;55.0;350.0;;;30.0;1;0;62;87.0;9.0;9.0;10.0;1;585;1;0
2.0;2.0;2;1.0;1.0;1.0;35.0;;;;30.0;1;0;335;77.0;8.0;8.0;10.0;2;298;1;0
1.0;1.0;3;1.0;2.0;2.0;50.0;;;;30.0;1;0;350;90.0;8.0;9.0;9.0;1;46;1;0
1.0;1.0;2;1.0;0.0;1.0;33.0;190.0;650.0;150.0;25.0;1;0;250;87.0;9.0;9.0;10.0;1;522;1;0
1.0;1.0;1;1.0;1.0;1.0;30.0;;;;;1;0;68;;;;;1;892;0;1
1.0;1.0;2;1.0;1.0;1.0;38.0;;;100.0;12.0;1;0;77;100.0;10.0;10.0;10.0;1;834;1;0
1.0;1.0;1;;1.0;;85.0;;;;;1;0;365;;;;;1;1727;0;1
14.0;14.0;8;2.0;3.0;4.0;240.0;;6080.0;200.0;30.0;1;0;295;100.0;10.0;10.0;10.0;14;2175;1;0
